-1.619214266538619995e-01 -9.894306957721710205e-02 -3.802315518260002136e-02 1.691327840089797974e-01 4.031191766262054443e-01
-7.095727324485778809e-02 1.633890271186828613e-01 2.238076180219650269e-01 1.760268211364746094e-02 4.902649521827697754e-01
4.862919822335243225e-02 -3.644673852249979973e-03 -6.588679552078247070e-02 1.215386241674423218e-01 3.675056397914886475e-01
-1.339897513389587402e-01 3.138821944594383240e-02 -1.822972595691680908e-01 -7.907588034868240356e-02 1.506701260805130005e-01
-1.286609768867492676e-01 -2.409121990203857422e-01 6.859593838453292847e-02 3.283669948577880859e-01 2.057661563158035278e-01
-3.938706517219543457e-01 4.131174646317958832e-03 1.290598511695861816e-01 4.127418696880340576e-01 4.531933963298797607e-01
-1.849363744258880615e-01 5.027737841010093689e-02 -1.529262959957122803e-01 -1.186320930719375610e-01 -3.674632012844085693e-01
-1.080493852496147156e-01 -5.931689590215682983e-02 2.019138336181640625e-01 1.769989542663097382e-02 4.293735027313232422e-01
1.902235001325607300e-01 -2.222194373607635498e-01 -2.977736294269561768e-01 -2.059409618377685547e-01 1.286313086748123169e-01
1.973957121372222900e-01 2.038454562425613403e-01 3.612397909164428711e-01 -2.920758128166198730e-01 2.205203026533126831e-01
8.756770193576812744e-02 -3.960045576095581055e-01 2.158715128898620605e-01 2.415850460529327393e-01 9.082653373479843140e-02
-2.142623066902160645e-01 -7.980731874704360962e-02 1.872919150628149509e-03 1.773137748241424561e-01 4.366221725940704346e-01
-1.359131634235382080e-01 2.540984153747558594e-01 4.016859456896781921e-02 1.804456114768981934e-04 -2.651234865188598633e-01
8.808490633964538574e-02 -6.731942296028137207e-02 7.078555226325988770e-02 1.844918131828308105e-01 -2.813111245632171631e-01
-1.921581104397773743e-02 1.710812300443649292e-01 -8.375810831785202026e-02 8.379574120044708252e-02 4.833598136901855469e-01
-2.725475234910845757e-03 -3.011824190616607666e-01 2.092868238687515259e-01 -3.395394086837768555e-01 1.993787735700607300e-01
-6.800308357924222946e-03 5.737832188606262207e-01 1.619578897953033447e-01 -1.233413219451904297e-01 -2.846333384513854980e-01
1.405732147395610809e-02 3.031607717275619507e-02 1.224572807550430298e-01 2.094082236289978027e-01 -2.380840033292770386e-01
-1.228128224611282349e-01 2.344218343496322632e-01 1.326348334550857544e-01 6.593360751867294312e-02 4.696758389472961426e-01
3.033892214298248291e-01 5.687047243118286133e-01 6.876639276742935181e-02 -1.386970579624176025e-01 -3.176687955856323242e-01
-9.921662509441375732e-02 1.855016201734542847e-01 -3.289482891559600830e-01 -2.960509359836578369e-01 -2.169485539197921753e-01
-3.602546155452728271e-01 -2.703302912414073944e-02 -2.745018899440765381e-01 1.011832281947135925e-01 -4.652061760425567627e-01
2.567764930427074432e-02 -7.678564637899398804e-02 -1.418023407459259033e-01 1.507354378700256348e-01 4.079498052597045898e-01
-3.064463846385478973e-02 -1.001816987991333008e-02 1.184469610452651978e-01 3.379325941205024719e-02 -2.914778888225555420e-01
1.338997930288314819e-01 -3.428213298320770264e-01 2.124092429876327515e-01 2.277867943048477173e-01 -1.053865030407905579e-01
-2.466900199651718140e-01 -1.620471477508544922e-01 3.610927164554595947e-01 1.285324692726135254e-01 3.575976490974426270e-01
2.819557301700115204e-02 -1.641395390033721924e-01 -1.258853524923324585e-01 1.718480288982391357e-01 3.225407600402832031e-01
-1.414872854948043823e-01 5.885735899209976196e-02 -7.471894472837448120e-02 3.001981079578399658e-01 4.684198796749114990e-01
-2.215728014707565308e-01 2.863890305161476135e-02 3.891113996505737305e-01 -1.414148956537246704e-01 -2.590070962905883789e-01
2.305429801344871521e-02 -2.906168811023235321e-02 3.120258152484893799e-01 1.393325179815292358e-01 -8.730790764093399048e-02
2.429801523685455322e-01 -2.327266931533813477e-01 3.384836018085479736e-01 2.366436272859573364e-01 9.549646824598312378e-02
-3.044760227203369141e-01 1.187295913696289062e-01 1.412355341017246246e-03 1.467960029840469360e-01 3.960803151130676270e-01
2.548577189445495605e-01 -2.444723695516586304e-01 2.455272078514099121e-01 2.892365455627441406e-01 -1.440960466861724854e-01
-1.812123209238052368e-01 1.996785216033458710e-02 1.632789969444274902e-01 8.725643903017044067e-02 -2.676550149917602539e-01
1.121392399072647095e-01 -1.597431898117065430e-01 -8.091092109680175781e-02 1.351139098405838013e-01 2.937259972095489502e-01
-3.228492438793182373e-01 2.605879306793212891e-02 -2.232971936464309692e-01 -2.655800879001617432e-01 -1.345088481903076172e-01
1.400569826364517212e-01 -4.096255600452423096e-01 7.844754308462142944e-02 2.329912036657333374e-01 7.473982870578765869e-02
5.180941224098205566e-01 2.073141187429428101e-01 2.256111055612564087e-01 -3.133690655231475830e-01 1.747698336839675903e-01
-1.946685463190078735e-01 -1.173023730516433716e-01 9.739390574395656586e-03 1.833989322185516357e-01 4.079263210296630859e-01
-8.763642609119415283e-02 -1.375965625047683716e-01 6.165846064686775208e-02 -1.495970338582992554e-01 3.025671541690826416e-01
-1.756215989589691162e-01 -1.896006613969802856e-01 1.333648413419723511e-01 2.487665712833404541e-01 3.999552726745605469e-01
-9.855792671442031860e-02 -3.137922883033752441e-01 -7.829079777002334595e-02 1.687591522932052612e-01 -2.076689302921295166e-01
-2.547394633293151855e-01 -9.178653359413146973e-02 1.643137186765670776e-01 1.909064650535583496e-01 4.766567051410675049e-01
2.552963197231292725e-01 -1.226722300052642822e-01 -2.178945094347000122e-01 1.315221041440963745e-01 2.610291838645935059e-01
1.152510643005371094e-01 1.731514930725097656e-05 3.919069766998291016e-01 -3.782574236392974854e-01 2.700023651123046875e-01
-3.663579002022743225e-02 -6.047068163752555847e-02 -2.695861645042896271e-02 1.074889376759529114e-01 3.473914265632629395e-01
